"name","gender","birthday","state","party","class","start","end"
"Irvine Lenroot","M","1869-01-31","WI","Republican",3,1918-01-01,1927-03-04
"William Mason","M","1850-07-07","IL","Republican",3,1897-03-15,1903-03-03
"William McKinley","M","1856-09-05","IL","Republican",3,1921-04-11,1927-03-04
"Samuel Nicholson","M","1859-02-22","CO","Republican",3,1921-04-11,1923-12-31
"Selden Spencer","M","1862-09-16","MO","Republican",3,1918-01-01,1925-12-31
"Robert Stanfield","M","1877-07-09","OR","Republican",3,1921-04-11,1927-03-04
"Oscar Underwood","M","1862-05-06","AL","Democrat",3,1915-12-06,1927-03-04
"Thomas Watson","M","1856-09-05","GA","Democrat",3,1921-04-11,1923-03-03
"Ovington Weller","M","1862-01-23","MD","Republican",3,1921-04-11,1927-03-04
"Thomas Bayard","M","1868-06-04","DE","Democrat",1,1922-01-01,1929-03-03
"Rebecca Felton","F","1835-06-10","GA","Democrat",3,1922-10-03,1923-03-03
"George Pepper","M","1867-03-16","PA","Republican",3,1922-01-09,1927-03-04
"Charles Rawson","M","1867-05-29","IA","Republican",2,1922-02-24,1923-03-03
"William Bruce","M","1860-03-12","MD","Democrat",1,1923-12-03,1929-03-03
"Edward Edwards","M","1863-12-01","NJ","Democrat",1,1923-12-03,1929-03-03
"Woodbridge Ferris","M","1853-01-06","MI","Democrat",1,1923-12-03,1928-03-23
"Andrieus Jones","M","1862-05-16","NM","Democrat",1,1917-04-02,1923-03-03
"Andrieus Jones","M","1862-05-16","NM","Democrat",1,1923-12-03,1927-12-20
"Robert La Follette","M","1855-06-14","WI","Republican",1,1906-01-01,1923-03-03
"Robert La Follette","M","1855-06-14","WI","Republican",1,1923-12-03,1925-12-31
"Henry Lodge","M","1850-05-12","MA","Republican",1,1893-08-07,1899-03-03
"Henry Lodge","M","1850-05-12","MA","Republican",1,1899-12-04,1905-03-03
"Henry Lodge","M","1850-05-12","MA","Republican",1,1905-12-04,1923-03-03
"Henry Lodge","M","1850-05-12","MA","Republican",1,1923-12-03,1925-03-03
"Earle Mayfield","M","1881-04-12","TX","Democrat",1,1923-12-03,1929-03-03
"George McLean","M","1857-10-07","CT","Republican",1,1911-04-04,1923-03-03
"George McLean","M","1857-10-07","CT","Republican",1,1923-12-03,1929-03-03
"Samuel Ralston","M","1857-12-01","IN","Democrat",1,1923-12-03,1925-12-31
"James Reed","M","1861-11-09","MO","Democrat",1,1911-04-04,1923-03-03
"James Reed","M","1861-11-09","MO","Democrat",1,1923-12-03,1929-03-03
"William Butler","M","1861-01-29","MA","Republican",1,1924-11-13,1927-03-04
"Rice Means","M","1877-11-16","CO","Republican",3,1924-01-01,1927-03-04
"Coleman Blease","M","1868-10-08","SC","Democrat",2,1925-12-07,1931-03-03
"Charles Deneen","M","1863-05-04","IL","Republican",2,1925-12-07,1931-03-03
"Walter Edge","M","1873-11-20","NJ","Republican",2,1919-05-19,1925-03-03
"Walter Edge","M","1873-11-20","NJ","Republican",2,1925-12-07,1929-12-31
"Bert Fernald","M","1858-04-03","ME","Republican",2,1916-01-01,1925-03-03
"Bert Fernald","M","1858-04-03","ME","Republican",2,1925-12-07,1927-03-04
"Frederick Gillett","M","1851-10-16","MA","Republican",2,1925-12-07,1931-03-03
"Guy Goff","M","1866-09-13","WV","Republican",2,1925-12-07,1931-03-03
"James Heflin","M","1869-04-09","AL","Democrat",2,1920-01-01,1925-03-03
"James Heflin","M","1869-04-09","AL","Democrat",2,1925-12-07,1931-03-03
"William McMaster","M","1877-05-10","SD","Republican",2,1925-12-07,1931-03-03
"Lawrence Phipps","M","1862-08-30","CO","Republican",2,1919-05-19,1925-03-03
"Lawrence Phipps","M","1862-08-30","CO","Republican",2,1925-12-07,1931-03-03
"William Pine","M","1877-12-30","OK","Republican",2,1925-12-07,1931-03-03
"Joseph Ransdell","M","1858-10-07","LA","Democrat",2,1913-04-07,1925-03-03
"Joseph Ransdell","M","1858-10-07","LA","Democrat",2,1925-12-07,1931-03-03
"Frederic Sackett","M","1868-12-17","KY","Republican",2,1925-12-07,1931-03-03
"Furnifold Simmons","M","1854-01-20","NC","Democrat",2,1901-12-02,1907-03-03
"Furnifold Simmons","M","1854-01-20","NC","Democrat",2,1907-12-02,1925-03-03
"Furnifold Simmons","M","1854-01-20","NC","Democrat",2,1925-12-07,1931-03-03
"Lawrence Tyson","M","1861-07-04","TN","Democrat",2,1925-12-07,1929-12-31
"Francis Warren","M","1844-06-20","WY","Republican",1,1890-12-01,1893-03-03
"Francis Warren","M","1844-06-20","WY","Republican",2,1895-12-02,1901-03-03
"Francis Warren","M","1844-06-20","WY","Republican",2,1901-12-02,1907-03-03
"Francis Warren","M","1844-06-20","WY","Republican",2,1907-12-02,1925-03-03
"Francis Warren","M","1844-06-20","WY","Republican",2,1925-12-07,1929-11-24
"George Williams","M","1871-12-01","MO","Republican",3,1925-12-07,1927-03-04
"Thomas du Pont","M","1863-12-11","DE","Republican",1,1921-07-07,1923-03-03
"Thomas du Pont","M","1863-12-11","DE","Republican",2,1925-12-07,1929-03-03
"Arthur Gould","M","1857-03-16","ME","Republican",2,1926-01-01,1931-03-03
"Harry Hawes","M","1869-11-15","MO","Democrat",3,1926-01-01,1933-03-03
"Frank Smith","M","1867-11-24","IL","Republican",3,1926-01-01,1929-03-03
"Daniel Steck","M","1881-12-16","IA","Democrat",2,1926-01-01,1931-03-03
"David Stewart","M","1887-01-22","IA","Republican",3,1926-08-07,1927-03-04
"Hiram Bingham","M","1875-11-19","CT","Republican",3,1924-01-01,1927-03-04
"Hiram Bingham","M","1875-11-19","CT","Republican",3,1927-12-05,1933-03-03
"John Blaine","M","1875-05-04","WI","Republican",3,1927-12-05,1933-03-03
"Smith Brookhart","M","1869-02-02","IA","Republican",2,1922-01-01,1925-03-03
"Smith Brookhart","M","1869-02-02","IA","Republican",2,1925-12-07,1927-03-04
"Smith Brookhart","M","1869-02-02","IA","Republican",3,1927-12-05,1933-03-03
"Edwin Broussard","M","1874-12-04","LA","Democrat",3,1921-04-11,1927-03-04
"Edwin Broussard","M","1874-12-04","LA","Democrat",3,1927-12-05,1933-03-03
"Thaddeus Caraway","M","1871-10-17","AR","Democrat",3,1921-04-11,1927-03-04
"Thaddeus Caraway","M","1871-10-17","AR","Democrat",3,1927-12-05,1931-12-31
"Charles Curtis","M","1860-01-25","KS","Republican",2,1907-12-02,1913-03-03
"Charles Curtis","M","1860-01-25","KS","Republican",3,1915-12-06,1927-03-04
"Charles Curtis","M","1860-01-25","KS","Republican",3,1927-12-05,1929-12-31
"Porter Dale","M","1867-03-01","VT","Republican",3,1923-12-03,1927-03-04
"Porter Dale","M","1867-03-01","VT","Republican",3,1927-12-05,1933-03-03
"Frank Gooding","M","1859-09-16","ID","Republican",3,1921-04-11,1927-03-04
"Frank Gooding","M","1859-09-16","ID","Republican",3,1927-12-05,1929-03-03
"Wesley Jones","M","1863-10-09","WA","Republican",3,1909-03-15,1915-03-03
"Wesley Jones","M","1863-10-09","WA","Republican",3,1915-12-06,1927-03-04
"Wesley Jones","M","1863-10-09","WA","Republican",3,1927-12-05,1933-03-03
"George Moses","M","1869-02-09","NH","Republican",3,1918-01-01,1927-03-04
"George Moses","M","1869-02-09","NH","Republican",3,1927-12-05,1933-03-03
"Tasker Oddie","M","1870-10-20","NV","Republican",3,1921-04-11,1927-03-04
"Tasker Oddie","M","1870-10-20","NV","Republican",3,1927-12-05,1933-03-03
"Lee Overman","M","1854-01-03","NC","Democrat",3,1903-11-09,1915-03-03
"Lee Overman","M","1854-01-03","NC","Democrat",3,1915-12-06,1927-03-04
"Lee Overman","M","1854-01-03","NC","Democrat",3,1927-12-05,1930-12-12
"Samuel Shortridge","M","1861-08-03","CA","Republican",3,1921-04-11,1927-03-04
"Samuel Shortridge","M","1861-08-03","CA","Republican",3,1927-12-05,1933-03-03
"Reed Smoot","M","1862-01-10","UT","Republican",3,1903-11-09,1915-03-03
"Reed Smoot","M","1862-01-10","UT","Republican",3,1915-12-06,1927-03-04
"Reed Smoot","M","1862-01-10","UT","Republican",3,1927-12-05,1933-03-03
"William Vare","M","1867-12-24","PA","Republican",3,1927-12-05,1929-12-31
"Charles Waterman","M","1861-11-02","CO","Republican",3,1927-12-05,1933-03-03
"James Watson","M","1864-11-02","IN","Republican",3,1916-01-01,1927-03-04
"James Watson","M","1864-11-02","IN","Republican",3,1927-12-05,1933-03-03
"Frank Willis","M","1871-12-28","OH","Republican",3,1921-04-11,1927-03-04
"Frank Willis","M","1871-12-28","OH","Republican",3,1927-12-05,1929-03-03
"Theodore Burton","M","1851-12-20","OH","Republican",3,1909-03-15,1915-03-03
"Theodore Burton","M","1851-12-20","OH","Republican",3,1928-01-01,1929-12-31
"Otis Glenn","M","1879-08-27","IL","Republican",3,1928-01-01,1933-03-03
"Octaviano Larrazolo","M","1859-12-07","NM","Republican",1,1928-12-07,1929-03-03
"Cyrus Locher","M","1878-03-08","OH","Democrat",3,1928-04-04,1929-03-03
"Henry Allen","M","1868-09-11","KS","Republican",3,1929-04-15,1931-03-03
"David Baird","M","1881-10-10","NJ","Republican",2,1929-11-30,1931-03-03
"William Brock","M","1872-03-14","TN","Democrat",2,1929-09-02,1931-03-03
"Bronson Cutting","M","1888-06-23","NM","Republican",1,1927-12-29,1935-05-06
"Clarence Dill","M","1884-09-21","WA","Democrat",1,1923-12-03,1935-01-03
"Simeon Fess","M","1861-12-11","OH","Republican",1,1923-12-03,1935-01-03
"Phillips Goldsborough","M","1865-08-06","MD","Republican",1,1929-04-15,1935-01-03
"Frank Greene","M","1870-02-10","VT","Republican",1,1923-12-03,1930-12-17
"Joseph Grundy","M","1863-01-13","PA","Republican",3,1929-12-11,1931-03-03
"Henry Hatfield","M","1875-09-15","WV","Republican",1,1929-04-15,1935-01-03
"Felix Hebert","M","1874-12-11","RI","Republican",1,1929-04-15,1935-01-03
"Robert Howell","M","1864-01-21","NE","Republican",1,1923-12-03,1933-12-31
"Hamilton Kean","M","1862-02-27","NJ","Republican",1,1929-04-15,1935-01-03
"John Kendrick","M","1857-09-06","WY","Democrat",1,1917-04-02,1923-03-03
"John Kendrick","M","1857-09-06","WY","Democrat",1,1923-12-03,1933-11-03
"Roscoe McCulloch","M","1880-11-27","OH","Republican",3,1929-11-05,1931-03-03
"Roscoe Patterson","M","1876-09-15","MO","Republican",1,1929-04-15,1935-01-03
"David Reed","M","1880-12-21","PA","Republican",1,1922-08-08,1935-01-03
"Arthur Robinson","M","1881-03-12","IN","Republican",1,1925-12-07,1935-01-03
"Hubert Stephens","M","1875-07-02","MS","Democrat",1,1923-12-03,1935-01-03
"Patrick Sullivan","M","1865-03-17","WY","Republican",2,1929-12-05,1930-11-20
"Claude Swanson","M","1862-03-31","VA","Democrat",1,1910-01-01,1923-03-03
"Claude Swanson","M","1862-03-31","VA","Democrat",1,1923-12-03,1933-12-31
"Frederic Walcott","M","1869-02-19","CT","Republican",1,1929-04-15,1935-01-03
"Robert Carey","M","1878-08-12","WY","Republican",2,1930-12-01,1931-03-03
"Robert Carey","M","1878-08-12","WY","Republican",2,1931-12-07,1937-01-03
"Dwight Morrow","M","1873-01-11","NJ","Republican",2,1930-01-01,1931-03-03
"Frank Partridge","M","1861-05-07","VT","Republican",1,1930-12-23,1931-12-31
"Ben Williamson","M","1864-10-16","KY","Democrat",2,1930-01-01,1931-03-03
"Sam Bratton","M","1888-08-19","NM","Democrat",2,1925-12-07,1931-03-03
"Sam Bratton","M","1888-08-19","NM","Democrat",2,1931-12-07,1933-12-31
"Marcus Coolidge","M","1865-10-06","MA","Democrat",2,1931-12-07,1937-01-03
"Edward Costigan","M","1874-07-01","CO","Democrat",2,1931-12-07,1937-01-03
"James Couzens","M","1872-08-26","MI","Republican",2,1922-11-29,1925-03-03
"James Couzens","M","1872-08-26","MI","Republican",2,1925-12-07,1931-03-03
"James Couzens","M","1872-08-26","MI","Republican",2,1931-12-07,1936-10-22
"Lester Dickinson","M","1873-10-29","IA","Republican",2,1931-12-07,1937-01-03
"Thomas Gore","M","1870-12-10","OK","Democrat",3,1907-12-02,1915-03-03
"Thomas Gore","M","1870-12-10","OK","Democrat",3,1915-12-06,1921-03-03
"Thomas Gore","M","1870-12-10","OK","Democrat",2,1931-12-07,1937-01-03
"William Harris","M","1868-02-03","GA","Democrat",2,1919-05-19,1925-03-03
"William Harris","M","1868-02-03","GA","Democrat",2,1925-12-07,1931-03-03
"William Harris","M","1868-02-03","GA","Democrat",2,1931-12-07,1933-03-03
"Daniel Hastings","M","1874-03-05","DE","Republican",2,1928-12-10,1931-03-03
"Daniel Hastings","M","1874-03-05","DE","Republican",2,1931-12-07,1937-01-03
"Cordell Hull","M","1871-10-02","TN","Democrat",2,1931-12-07,1933-12-31
"Henry Keyes","M","1863-05-23","NH","Republican",2,1919-05-19,1925-03-03
"Henry Keyes","M","1863-05-23","NH","Republican",2,1925-12-07,1931-03-03
"Henry Keyes","M","1863-05-23","NH","Republican",2,1931-12-07,1937-01-03
"Jesse Metcalf","M","1860-11-16","RI","Republican",2,1924-11-05,1925-03-03
"Jesse Metcalf","M","1860-11-16","RI","Republican",2,1925-12-07,1931-03-03
"Jesse Metcalf","M","1860-11-16","RI","Republican",2,1931-12-07,1937-01-03
"Joseph Robinson","M","1872-08-26","AR","Democrat",2,1913-04-07,1925-03-03
"Joseph Robinson","M","1872-08-26","AR","Democrat",2,1925-12-07,1931-03-03
"Joseph Robinson","M","1872-08-26","AR","Democrat",2,1931-12-07,1937-01-03
"Thomas Schall","M","1878-06-04","MN","Republican",2,1925-12-07,1931-03-03
"Thomas Schall","M","1878-06-04","MN","Republican",2,1931-12-07,1935-12-31
"Thomas Walsh","M","1859-06-12","MT","Democrat",2,1913-04-07,1925-03-03
"Thomas Walsh","M","1859-06-12","MT","Democrat",2,1925-12-07,1931-03-03
"Thomas Walsh","M","1859-06-12","MT","Democrat",2,1931-12-07,1933-12-31
"John Cohen","M","1870-02-26","GA","Democrat",2,1932-04-25,1933-12-31
"Elijah Grammer","M","1868-04-03","WA","Republican",3,1932-11-22,1933-03-03
"Huey Long","M","1893-08-30","LA","Democrat",2,1932-01-01,1935-12-31
"Karl Schuyler","M","1877-04-03","CO","Republican",3,1932-01-01,1933-03-03
"Walter Walker","M","1883-04-03","CO","Democrat",3,1932-09-26,1933-03-03
"Nathan Bachman","M","1878-08-02","TN","Democrat",2,1933-03-09,1937-01-03
"Hugo Black","M","1886-02-27","AL","Democrat",3,1927-12-05,1937-08-19
"Fred Brown","M","1879-04-12","NH","Democrat",3,1933-03-09,1939-01-03
"Robert Bulkley","M","1880-10-08","OH","Democrat",3,1930-01-01,1939-01-03
"William Dieterich","M","1876-03-31","IL","Democrat",3,1933-03-09,1939-01-03
"Francis Duffy","M","1888-06-23","WI","Democrat",3,1933-03-09,1939-01-03
"John Erickson","M","1863-03-14","MT","Democrat",2,1933-03-13,1935-01-03
"Duncan Fletcher","M","1859-01-06","FL","Democrat",3,1909-03-15,1915-03-03
"Duncan Fletcher","M","1859-01-06","FL","Democrat",3,1915-12-06,1927-03-04
"Duncan Fletcher","M","1859-01-06","FL","Democrat",3,1927-12-05,1937-01-03
"Magnus Johnson","M","1871-09-19","MN","Farmer-Labor",2,1923-12-03,1925-03-03
"Augustine Lonergan","M","1874-05-20","CT","Democrat",3,1933-03-09,1939-01-03
"William McAdoo","M","1863-10-31","CA","Democrat",3,1933-03-09,1939-01-03
"George McGill","M","1879-02-12","KS","Democrat",3,1930-01-01,1939-01-03
"Richard Murphy","M","1875-11-06","IA","Democrat",3,1933-03-09,1937-01-03
"Peter Norbeck","M","1870-08-27","SD","Republican",3,1921-04-11,1927-03-04
"Peter Norbeck","M","1870-08-27","SD","Republican",3,1927-12-05,1937-01-03
"James Pope","M","1884-03-31","ID","Democrat",3,1933-03-09,1939-01-03
"Frederick Steiwer","M","1883-10-13","OR","Republican",3,1927-12-05,1939-01-03
"William Thompson","M","1853-12-14","NE","Democrat",1,1933-05-24,1935-01-03
"Richard Hunter","M","1884-12-03","NE","Democrat",1,1934-01-01,1935-01-03
"Henry Ashurst","M","1874-09-13","AZ","Democrat",1,1912-01-01,1923-03-03
"Henry Ashurst","M","1874-09-13","AZ","Democrat",1,1923-12-03,1941-01-03
"Elmer Benson","M","1895-09-22","MN","Farmer-Labor",2,1935-12-27,1937-01-03
"Edward Burke","M","1880-11-28","NE","Democrat",1,1935-01-03,1941-01-03
"Royal Copeland","M","1868-11-07","NY","Democrat",1,1923-12-03,1939-01-03
"Alvin Donahey","M","1873-07-07","OH","Democrat",1,1935-01-03,1941-01-03
"Lynn Frazier","M","1874-12-21","ND","Republican",1,1923-12-03,1941-01-03
"Frederick Hale","M","1874-10-07","ME","Republican",1,1917-04-02,1923-03-03
"Frederick Hale","M","1874-10-07","ME","Republican",1,1923-12-03,1941-01-03
"Rush Holt","M","1905-06-19","WV","Democrat",1,1935-01-03,1941-01-03
"William King","M","1863-06-03","UT","Democrat",1,1917-04-02,1923-03-03
"William King","M","1863-06-03","UT","Democrat",1,1923-12-03,1941-01-03
"Sherman Minton","M","1890-10-20","IN","Democrat",1,1935-01-03,1941-01-03
"Arthur Moore","M","1877-07-03","NJ","Democrat",1,1935-01-03,1939-01-03
"Key Pittman","M","1872-09-12","NV","Democrat",1,1913-04-07,1923-03-03
"Key Pittman","M","1872-09-12","NV","Democrat",1,1923-12-03,1941-01-03
"Lewis Schwellenbach","M","1894-09-20","WA","Democrat",1,1935-01-03,1940-12-16
"John Townsend","M","1871-05-31","DE","Republican",1,1929-04-15,1941-01-03
"Park Trammell","M","1876-04-09","FL","Democrat",1,1917-04-02,1923-03-03
"Park Trammell","M","1876-04-09","FL","Democrat",1,1923-12-03,1936-05-08
"Prentiss Brown","M","1889-06-18","MI","Democrat",2,1936-11-19,1943-01-03
"William Hill","M","1873-10-17","FL","Democrat",3,1936-07-01,1937-01-03
"Herbert Hitchcock","M","1867-08-22","SD","Democrat",3,1936-12-29,1939-01-03
"Guy Howard","M","1879-11-28","MN","Republican",2,1936-01-01,1937-01-03
"Scott Loftin","M","1878-09-14","FL","Democrat",1,1936-05-26,1937-01-03
"Rose Long","F","1892-04-08","LA","Democrat",2,1936-01-31,1937-01-03
"George Berry","M","1882-09-12","TN","Democrat",2,1937-05-06,1939-01-03
"William Borah","M","1865-06-29","ID","Republican",2,1907-12-02,1925-03-03
"William Borah","M","1865-06-29","ID","Republican",2,1925-12-07,1931-03-03
"William Borah","M","1865-06-29","ID","Republican",2,1931-12-07,1941-01-03
"William Bulow","M","1869-01-13","SD","Democrat",2,1931-12-07,1943-01-03
"James Byrnes","M","1882-05-02","SC","Democrat",2,1931-12-07,1941-12-31
"Dixie Graves","F","1882-07-26","AL","Democrat",3,1937-08-20,1938-01-10
"Byron Harrison","M","1881-08-29","MS","Democrat",2,1919-05-19,1925-03-03
"Byron Harrison","M","1881-08-29","MS","Democrat",2,1925-12-07,1931-03-03
"Byron Harrison","M","1881-08-29","MS","Democrat",2,1931-12-07,1941-12-31
"Clyde Herring","M","1879-05-03","IA","Democrat",2,1937-01-05,1943-01-03
"James Hughes","M","1867-01-14","DE","Democrat",2,1937-01-05,1943-01-03
"Joshua Lee","M","1892-01-23","OK","Democrat",2,1937-01-05,1943-01-03
"James Lewis","M","1863-05-18","IL","Democrat",2,1913-04-07,1919-03-03
"James Lewis","M","1863-05-18","IL","Democrat",2,1931-12-07,1939-12-31
"Marvel Logan","M","1874-01-07","KY","Democrat",2,1931-12-07,1939-12-31
"Ernest Lundeen","M","1878-08-04","MN","Farmer-Labor",2,1937-01-05,1941-01-03
"John Miller","M","1888-05-15","AR","Democrat",2,1937-01-05,1941-12-31
"George Norris","M","1861-07-11","NE","Republican",2,1913-04-07,1925-03-03
"George Norris","M","1861-07-11","NE","Republican",2,1925-12-07,1931-03-03
"George Norris","M","1861-07-11","NE","Republican",2,1931-12-07,1937-01-03
"George Norris","M","1861-07-11","NE","Independent",2,1937-01-05,1943-01-03
"Henry Schwartz","M","1869-05-18","WY","Democrat",2,1937-01-05,1943-01-03
"Morris Sheppard","M","1875-05-28","TX","Democrat",2,1913-04-07,1925-03-03
"Morris Sheppard","M","1875-05-28","TX","Democrat",2,1925-12-07,1931-03-03
"Morris Sheppard","M","1875-05-28","TX","Democrat",2,1931-12-07,1941-12-31
"William Smathers","M","1891-01-07","NJ","Democrat",2,1937-01-05,1943-01-03
"Alexander Barry","M","1892-08-23","OR","Republican",3,1938-01-01,1939-01-03
"John Milton","M","1881-01-21","NJ","Democrat",1,1938-01-18,1939-01-03
"Gladys Pyle","F","1890-10-04","SD","Republican",3,1938-01-01,1939-01-03
"Alfred Reames","M","1870-02-05","OR","Democrat",3,1938-02-01,1939-01-03
"Thomas Storke","M","1876-11-23","CA","Democrat",3,1938-11-09,1939-01-03
"Alva Adams","M","1875-10-29","CO","Democrat",3,1923-12-03,1925-03-03
"Alva Adams","M","1875-10-29","CO","Democrat",3,1933-03-09,1941-12-31
"Homer Bone","M","1883-01-25","WA","Democrat",3,1933-03-09,1944-11-13
"Hattie Caraway","F","1878-02-01","AR","Democrat",3,1931-12-07,1945-01-03
"David Clark","M","1902-04-02","ID","Democrat",3,1939-01-03,1945-01-03
"Joel Clark","M","1890-01-08","MO","Democrat",3,1933-03-09,1945-01-03
"John Danaher","M","1899-01-09","CT","Republican",3,1939-01-03,1945-01-03
"James Davis","M","1873-10-27","PA","Republican",3,1930-01-01,1945-01-03
"Ernest Gibson","M","1872-12-29","VT","Republican",3,1933-11-21,1941-01-03
"Rufus Holman","M","1877-10-14","OR","Republican",3,1939-01-03,1945-01-03
"Gerald Nye","M","1892-12-19","ND","Republican",3,1925-12-07,1927-03-04
"Gerald Nye","M","1892-12-19","ND","Republican",3,1927-12-05,1945-01-03
"Robert Reynolds","M","1884-06-18","NC","Democrat",3,1932-12-05,1945-01-03
